year,africa,north_africa,algeria,libya,morocco,tunisia,sub_saharan,angola,benin,botswana,burkina_faso,burundi,cameroon,cape_verde,central_african_rep,chad,republic_of_congo,dem_republic_of_congo,cote_divoire,djibouti,equatorial_guinea,eritrea,ethiopia,gabon,gambia,ghana,guinea,guinea_bissau,kenya,lesotho,liberia,madagascar,malawi,mali,mauritania,mauritius,mozambique,namibia,niger,nigeria,rwanda,senegal,seychelles,sierra_leone,somalia,south_africa,south_sudan,sudan,eswatini,tanzania,togo,uganda,zambia,zimbabwe,americas,central_america_and_the_caribbean,belize,costa_rica,cuba,dominican_republic,el_salvador,guatemala,haiti,honduras,jamaica,mexico,nicaragua,panama,trinidad_and_tobago,north_america,canada,usa,south_america,argentina,bolivia,brazil,chile,colombia,ecuador,guyana,paraguay,peru,uruguay,venezuela,asia_and_oceania,central_asia,kazakhstan,kyrgyzstan,tajikistan,turkmenistan,uzbekistan,east_asia,china,japan,north_korea,south_korea,mongolia,taiwan,south_asia,afghanistan,bangladesh,india,nepal,pakistan,sri_lanka,south_east_asia,brunei,cambodia,indonesia,laos,malaysia,myanmar,philippines,singapore,thailand,timor_leste,viet_nam,oceania,australia,fiji,new_zealand,papua_new_guinea,europe,central_europe,albania,bosnia_herzegovina,bulgaria,croatia,czechia,czechoslovakia,estonia,german_dr,hungary,kosovo,latvia,lithuania,montenegro,north_macedonia,poland,romania,serbia,slovakia,slovenia,yugoslavia ,eastern_europe,armenia,azerbaijan,belarus,georgia,moldova,russia,ukraine,ussr,western_europe,austria,belgium,cyprus,denmark,finland,france,germany,greece,iceland,ireland,italy,luxembourg,malta,netherlands,norway,portugal,spain,sweden,switzerland,uk,middle_east,bahrain,egypt,iran,iraq,israel,jordan,kuwait,lebanon,oman,qatar,saudi_arabia,syria,turkey,uae,yemen,north_yemen
2005,,,3332.493077,2538.877242,2370.568785,397.337626,,2959.143218,55.40049456,322.2651441,88.80231565,90.1625905,285.9549256,8.897454115,37.48161131,72.31299619,140.6612614,194.3587579,304.0203802,67.64146464,,,681.9482344,151.1732569,3.527156163,60.91351508,,15.47182284,768.4095812,33.79837208,33.37043311,89.21530923,36.89484396,107.1611191,86.86873138,16.78366503,66.97928666,196.6730601,39.42420512,1071.199062,65.74829019,145.5432903,13.77241106,26.74710353,,3520.0771,,1821.409334,67.4444603,189.0198654,46.64927288,265.645647,193.1905715,156.2652517,,,12.98122342,0,92.17674252,304.1862118,175.3447973,195.9982774,0,98.67623684,80.07733211,3002.162272,44.35848785,0,199.698713,,15140.88278,685594.6244,,3053.242819,393.8173365,18370.33119,4156.959799,6592.394389,1473.105608,27.98264464,163.7436064,1759.678187,737.436284,27.90979863,,,666.3342567,60.86982051,,,,,79912.32681,46250.14129,,27461.19191,46.74288187,9907.513349,,172.1026563,1467.545107,37772.18603,273.0772273,6678.549764,1027.546777,,318.6879365,135.063749,3125.661326,25.37845762,4026.271897,716.1716184,2308.352412,8720.414834,3209.294527,16.02519088,1903.367234,,17679.69081,56.28567615,1756.012288,56.4927786,,,137.9596686,203.7533411,967.7843351,961.270688,3501.90619,,293.1068901,,1804.447644,,407.2627601,429.172795,81.66981999,155.7111995,6787.039394,2350.267319,908.7773966,1295.008465,614.2269865,,,222.3430943,422.6793197,373.4203425,278.9246075,21.83441894,34715.81847,1611.311666,,,3245.101861,5124.848242,410.6101694,4007.732048,3470.334781,49495.73789,41566.09473,7950.917655,0,1232.046621,34112.78142,291.7577777,62.63378514,11064.58772,5096.663534,4606.129267,18806.57611,5553.908722,4598.119918,53995.09336,,689.8511163,4180.085073,13269.30218,2847.108377,13623.0887,991.9169248,5580.294562,1536.274925,4085.633411,1400.844041,39719.61102,,10392.2276,10849.42568,3306.030612,
2006,,,3415.974781,2233.855511,2393.200085,419.1213672,,3475.931089,55.38040343,317.2645042,84.61438211,75.3107463,310.5832208,8.255840789,,266.6382967,164.154966,210.9019372,314.7093357,72.16893358,,,615.9644555,167.6094617,3.168412554,65.51513367,,,760.0208108,35.54825491,14.65220089,85.97834054,30.25019646,116.1779944,101.6296916,16.45630257,60.11380417,207.3004966,,1116.535931,72.41321855,168.7262359,13.53084728,29.77958744,,3568.576427,933.1508042,2142.368942,67.10794321,206.5403333,,256.8014416,211.072117,144.6123722,,,14.28087281,0,87.22912146,293.5215049,180.207825,228.9045317,0,113.2626519,95.37496443,2815.431026,46.62979221,0,218.3654658,,15844.62198,695473.8562,,3148.231347,397.8401061,19021.73509,4736.200393,6970.551035,1420.084063,27.22394767,187.4686082,1839.105374,770.8568095,34.36129397,,,779.0595955,67.10568979,,,,,92187.01701,45660.77942,,28450.90223,57.2547661,9504.731291,,173.9877377,1579.593293,38078.23272,256.9736947,6789.066232,1186.487563,,358.5523982,136.4308554,3173.899974,25.45400083,3939.947752,,2386.845674,8798.980488,3554.622178,32.04496313,2240.561136,,18624.41308,70.51169762,1942.969422,55.88649657,,,169.4513924,195.8951061,958.0668591,971.6048971,3234.98898,,321.2521272,,1616.917911,,511.9711043,475.0132905,80.64738854,148.2177646,7214.965049,2422.867005,916.949649,1313.569805,703.6820503,,,262.6575282,868.3166279,485.0209832,473.8389587,27.75046197,38425.14259,1807.669842,,,3116.93887,5085.01357,404.0180883,4380.666601,3532.970107,49723.79925,40606.34208,8266.748391,0,1221.748081,33007.60653,285.6305283,50.85311894,11587.05288,5086.840295,4458.635756,19422.53359,5467.419521,4376.892046,54278.4943,,756.5170666,4277.113664,15888.64451,2043.73703,13831.11306,1084.929016,5516.481214,1525.439132,4354.326115,1504.154759,45246.25665,,10878.35713,10771.22104,3093.324894,
2007,,,4007.870329,2102.432699,2464.60216,386.6862015,,3048.646448,,349.8966711,115.3897139,75.65876315,325.7367011,8.24188725,39.25957828,468.5337524,194.6381771,199.1214599,342.6684648,47.93054805,249.3096015,,564.1738782,,4.348947485,100.5167338,,,851.0163581,38.72359455,11.07622375,103.6335755,31.16114848,120.7220144,,16.06299462,67.55071691,231.4552074,,1296.628114,67.04662712,189.6193636,16.47670573,27.89341457,,3516.342342,855.487614,2713.195627,68.31000518,216.3976574,,262.6789408,239.09206,,,,15.63461397,0,91.78751836,293.6171466,200.8164159,225.1899651,0,134.3971603,105.5875325,3777.909347,46.64307995,0,219.0284078,,17274.74474,714031.7732,,3405.542962,442.0714477,20514.02557,4663.170729,7394.636633,1914.640428,31.93661131,192.3729779,1781.989951,736.301528,34.70028738,,,1171.323935,61.01457973,,,,,103133.6207,45067.27543,,29739.47165,74.77716434,10057.64527,,267.831375,1662.331313,38538.22129,247.3557717,6836.297574,1453.11215,,370.9197564,130.4336311,3816.688341,25.43580525,4399.280037,,2614.43284,9138.285449,4570.018707,40.31316256,2888.965063,,19768.67335,87.47808322,1960.673296,67.41877462,,,209.7101858,193.4330648,1120.594864,999.8872807,3121.979161,,435.0818823,,1646.851521,,558.1056674,517.8535341,72.93337096,171.4046011,8150.218451,2323.424056,1033.893921,1328.700304,707.8769943,,,307.8804677,943.6548851,529.1981332,938.1709773,31.5334361,41825.82103,2197.181631,,,3706.714832,5486.968943,382.9704706,4225.56014,3328.588597,49705.05913,41057.35913,8260.186336,0,1230.623977,32065.79692,296.1802954,50.91122499,11743.22491,5411.802984,4282.44015,20143.89176,5610.758526,4404.407642,55960.39162,,819.8698511,4307.415627,14610.5724,3127.834255,15504.97107,1524.330957,5859.549105,1674.133798,4416.590885,1938.213572,52118.08994,,10489.16236,11445.17315,3698.407533,
2008,,,4669.721543,3177.452504,2749.221364,420.4512795,,4127.021405,60.00314665,374.4926451,105.7272203,63.12192117,337.5118672,9.768116039,55.3473202,623.6370162,214.1377366,143.2437669,343.3240923,44.9889361,326.0179266,,451.0338653,,14.02330791,87.96938552,,,812.2173523,28.15878332,11.55557875,108.9520097,38.08580674,133.7838021,117.8659097,17.81518223,70.23605906,290.286023,49.12384403,1821.245595,70.6895923,185.642937,12.44507785,20.93752243,,3491.683606,1182.918344,3272.866993,76.59193485,220.0661887,55.50056,289.4605092,238.1986034,,,,19.99088366,0,92.32969499,337.1500675,196.602174,244.0474458,0,166.6263856,142.3906658,3756.729413,44.17484718,0,216.6643683,,18616.56795,765973.0817,,3383.904664,528.595425,21822.66483,4949.761609,8740.743108,2219.300411,36.33681434,192.3049017,1776.955049,831.4011578,34.62295096,,,1112.214649,57.66199232,38.11573348,,,,112927.0408,44633.54658,,31684.92395,68.68933134,10240.94914,,233.4123222,1642.387326,43711.98078,260.7863707,6445.232019,1663.587101,,382.7423515,109.0698837,3546.061038,23.59143551,4498.745705,,2614.824813,9200.756525,5301.702228,36.83195569,2845.727651,,20489.49724,56.97977178,1911.318959,55.48696084,,,247.0016658,201.227117,1094.701004,1148.050387,2661.733228,,425.9218786,,1530.544241,0.867604767,546.8173739,534.0589648,83.0740643,157.2904508,7413.181089,2560.677102,1003.186315,1361.70526,749.6345201,,,357.3292178,1269.984936,542.3210197,890.5423979,38.81669695,45957.17187,2149.486124,,,3592.20598,5981.907441,384.2435411,4387.778174,3588.320961,49343.83307,42237.79591,9182.676898,0,1274.610645,33393.38358,221.4780547,52.225829,11540.2759,5442.122045,4298.697567,20033.05865,4990.381192,4511.481811,58510.06807,,887.33333,4011.426409,14056.20452,4134.619835,15701.80016,1761.375656,5395.052532,1534.143901,4194.132083,2499.139751,51152.49234,,10640.15678,13942.15882,3554.725556,
2009,,,5071.803856,,2935.695826,433.6192045,,4015.482594,,360.8720915,118.2460567,,342.0665916,7.965666642,64.39300283,722.7608279,,154.3125249,408.049124,,417.1676345,,446.2762266,,6.656470867,102.2359526,,13.55914654,828.6653414,46.61526736,19.82893535,78.70675834,46.66361102,139.1354127,118.248935,19.18903764,77.5753443,306.0280873,50.8931026,1909.997824,72.39585441,198.3628197,10.57077293,24.70528169,,3650.629748,843.9890925,3191.763273,83.26609397,245.0206383,53.77973299,284.5119125,224.8847073,,,,18.64795749,0,97.22120611,331.1623529,213.5528084,229.0097201,0,186.9297641,137.9002769,4511.349224,43.7485294,0,202.8324963,,19466.83103,826247.139,,3646.965771,524.2252799,23794.68543,4451.153361,9182.289235,2498.89297,35.96946722,213.7353833,2185.433999,850.0493744,19.51926455,,,1048.927122,69.61983726,39.17934583,,,,136805.9557,45469.66153,,33676.9233,44.39479717,11029.76608,,262.6713601,1916.143606,51464.06594,292.5035723,6642.12597,1718.263275,,375.6804945,185.3066579,3720.40555,19.70771696,4246.850546,,2514.604009,9507.721224,5914.14994,56.43432211,3126.027992,,22033.01265,64.86528293,2057.624802,70.07505139,,,195.4960255,221.3750251,873.2872087,1046.071334,2740.46538,,369.0199697,,1364.225567,27.52662834,347.2797935,402.9105116,76.2829898,153.4360089,7819.381772,2177.315633,986.275338,1301.238888,755.0282695,,,372.4743,1121.7663,480.1610237,543.1780229,28.06821785,48217.7859,1894.691348,,,3354.308767,5634.17103,419.4636459,4125.794201,3766.925061,52994.60125,44073.5532,9627.664809,0,1258.422407,32298.85856,219.1545011,56.90778575,11789.32957,5773.857314,4701.625409,19231.47928,4894.062253,4506.710572,59766.46319,,992.9856896,3893.435005,14706.90523,3941.017272,15388.58935,2049.697458,5245.008347,1848.821918,3942.314002,2208.462145,52568.05069,,11385.06851,16414.41634,4066.582277,
2010,,,5367.509457,,3142.009397,449.8592631,,4296.792167,,338.3533177,121.4179408,,365.4114109,8.025746331,95.37878147,645.2271094,237.5415863,241.9309184,390.2385121,,,,451.3342066,286.6282192,,97.12673137,,17.28975431,878.5899909,57.9550663,21.49189171,61.72209667,39.37022587,146.6892255,,17.4389045,99.94803811,333.7855285,66.834043,2242.510824,73.71786204,187.2717518,7.945829605,25.70270619,,3533.342558,892.0580135,,92.5239835,317.2279338,58.15317614,608.5250856,249.8502848,114.7117142,,,16.41275158,0,103.3676676,356.1887825,223.4007135,250.7584113,0,193.7802748,122.2937792,4296.595934,46.22258563,0,191.005521,,17582.61194,849866.6557,,3608.732664,484.0310122,26423.85904,5008.125914,9112.29846,2592.650833,34.64316889,236.5339378,2380.209889,927.4846197,18.02284628,,,1152.093534,79.38414763,43.99671488,,,,143931.5519,45628.69197,,33956.77804,55.48415776,10424.57698,,280.8878619,2307.365034,51671.01677,306.8649116,6888.042481,1601.446735,,392.0040726,221.3881252,4369.365806,19.81800259,3712.800228,,2641.478686,9324.886276,5473.245848,38.23548765,3485.239649,,22289.30482,60.31225858,2074.258556,58.07954422,,,210.0359561,206.2213667,823.6989575,969.3141192,2486.080386,,353.3241649,,1223.826481,39.53387885,262.946933,336.3302777,77.84604712,130.5218422,8192.640748,2005.297978,956.9013268,1139.062143,751.8570802,,,389.1411193,1062.113606,540.2073168,407.094712,21.40452093,49197.98556,1967.483936,,,3335.047921,5396.273002,435.2199996,4392.645299,3683.516125,50482.45421,44468.18953,7398.46489,0,1199.093488,31376.55064,276.3504142,58.42036405,11292.96632,5683.650801,4636.593801,19356.21174,5296.485274,4353.181074,58961.51571,,991.0801234,3892.415948,14964.82585,4441.071828,15500.32293,1942.091547,5148.816927,1976.45899,4162.534245,2180.185921,54713.1944,,11183.65162,20585.48118,4036.047028,
2011,,,7681.801086,,3164.673974,536.6433646,,4023.220286,,327.2110467,126.3593796,,331.9150244,8.667513677,86.72847771,632.0416741,,276.8252468,326.6303134,,,,434.9454986,266.8901012,,180.5599407,,16.03821965,897.877878,45.06705621,31.56531437,69.08674357,40.19401255,148.9454489,,17.9728157,92.90666069,352.673592,77.62863518,2496.256563,74.48062926,202.9233391,9.675646181,26.74854789,,3660.392794,1269.481559,,90.38123549,341.5213071,55.5529483,603.2661081,262.4225478,223.8014238,,,16.22225432,0,99.21161472,329.7239555,233.3289427,265.2319113,0,213.9332707,129.543484,4690.22435,52.18771784,0,186.5411726,,18176.80922,839803.3132,,3556.989966,536.7799066,25595.04415,5337.818113,8482.301288,2907.892721,34.48989438,269.4874755,2426.28542,901.7936367,21.28341293,,,1269.66987,76.45288953,54.67971336,,,,155169.0166,46243.20302,,34422.07536,75.83287494,10523.97569,,276.2801919,2445.395608,52171.47495,317.229211,7260.990704,1678.104264,,383.9325078,233.0173323,5009.125973,22.17505642,4162.045304,,2683.549519,8992.746099,5636.666806,26.20821239,3253.31506,,21980.51418,63.36903992,1959.304899,67.17334508,,,208.888469,182.5901908,684.9674641,1003.570545,2238.848297,,375.9493422,,1240.733564,46.36141125,272.1160461,324.6987675,75.78068355,121.7677328,8307.202943,2074.399082,919.0505219,977.4327123,606.6607529,,,356.5891088,2021.001896,580.0588135,366.2959598,23.62751562,52505.94037,1769.603697,,,3259.222703,5206.909888,403.2479041,4094.299482,3742.48212,48981.20013,43274.72432,5956.733785,0,1136.747709,30726.88601,238.6544717,51.44696164,10913.50677,5790.839166,4429.246819,17856.19715,4980.095915,4469.623036,56813.46731,,1220.215307,3780.418099,13495.33726,4785.567589,15668.64488,1908.522079,5883.494482,1931.710729,5449.413636,,55456.35652,,11279.58619,22361.55045,3659.689081,
2012,,,8083.506348,6894.81752,3392.282082,542.0760156,,4222.426136,72.14248543,305.0031487,140.1049428,67.72455535,356.5594601,9.125507241,76.03414766,,,351.406223,397.9132678,,,,404.7690909,294.1764481,10.99517191,288.1522811,219.7106688,23.7515038,1014.985657,43.94461955,33.56054178,67.53388672,46.10899452,141.417608,140.6016779,17.23730205,103.9456905,347.1704434,148.2643802,2199.14686,73.16047319,184.9473943,11.38881751,29.2793788,,3825.540728,810.7183761,,79.73917409,346.841132,62.4458519,308.021301,292.1172462,346.0743218,,,15.8237562,0,131.6385865,372.1121592,233.102881,292.2284306,0,222.1949755,128.9618347,4965.433,69.68212643,0,197.864881,,17284.3904,793156.6032,,3513.097754,633.6708897,26087.18382,5009.735522,9079.355725,2920.177756,34.9121537,308.873843,2720.282965,983.4318088,25.13379781,,,1481.663237,94.28812542,56.7756449,,,,168514.0185,45686.18011,,35298.47661,92.76832311,10894.66114,,207.0457431,2572.515199,51985.80036,300.9463217,7700.386523,1516.113642,,377.1916629,254.3940367,5751.378971,22.6807916,3969.345263,,2724.868413,8782.960652,5556.510138,38.12377068,,,21210.2335,59.58778255,1903.964199,97.31557844,,,204.132454,180.2980393,685.9063269,917.1998957,2152.180276,,439.2331205,,1181.035108,41.66971325,250.1439313,325.2073712,67.15735297,115.0371296,8379.805953,2017.946871,888.449858,977.8973414,522.3255764,,,365.1275112,2096.653858,659.6249164,379.979278,24.23468912,60836.0759,2000.061864,,,3216.218006,5148.884677,368.1611786,4222.249249,3788.37986,48228.80075,43645.87831,5268.478065,0,1076.560758,28402.73154,232.4643151,48.56198175,10255.05378,5896.327978,3933.477883,18058.63148,5084.198531,4387.687356,54524.25947,,1358.277748,3678.186277,14220.12864,4351.569073,15985.67124,1686.410638,6366.963182,1958.033556,9792.03855,,62761.27319,,11556.40919,22031.84999,3352.682588,
2013,,,8731.501562,8988.203588,3875.81297,596.8054806,,5767.109443,76.07916935,297.6831512,151.663775,69.81206675,374.7360158,8.770588134,81.2696938,690.5162178,356.1912239,392.6188311,396.0096975,,,,403.4513575,287.3377956,10.83182859,212.2962404,226.2548593,20.13164525,1002.04603,44.33302876,30.41230825,67.19342571,72.24631814,142.2808778,138.7179425,23.68277891,120.1317969,365.7948191,99.92879307,2114.316041,75.15304876,213.9274218,13.32298073,29.46554348,,3901.387384,805.91419,,84.27989989,400.6577079,68.32841881,258.6531767,315.2220272,381.6323624,,,18.39136247,0,123.1294764,365.4841487,244.9649048,312.6820576,0.050625247,307.642165,124.3018934,5252.51205,72.57321103,0,235.8314808,,15977.4182,732147.9169,,3936.286359,676.6696565,26229.14181,5069.174365,9886.538387,3003.121352,36.09843239,339.7565982,3134.91461,1032.365582,29.92712376,,,1671.626525,100.858296,,,,,184208.7558,45492.08244,,36367.79576,85.82381125,10288.93491,,190.8799948,2563.593355,51602.87429,329.8307495,7953.953752,1556.918008,,376.9722318,276.481858,7732.459322,23.34936405,4325.074223,,3110.535189,8754.443916,5775.914957,32.5669194,,,21026.00611,58.45137686,1894.693438,94.88864478,,,192.2126524,174.8789598,739.8603803,876.5894995,2052.315268,,453.7455285,,1116.806039,44.37894759,268.5753079,336.4916778,60.88517111,114.8702293,8311.955754,2171.723424,860.5015816,885.4423855,463.0830987,,,411.0586238,2120.744262,705.8076476,345.5502881,26.94413169,63800.27344,2047.135467,,,3091.373373,5017.522977,332.1809214,3872.759519,3812.259882,47916.32945,41980.14098,4919.765917,0,1070.755172,27315.0613,240.8164789,50.0435896,9551.840751,6033.273994,4334.476377,15754.65972,5113.746914,4763.85005,52355.23491,,1498.86726,3647.856759,11232.6835,8023.682627,16475.5756,1578.331416,6024.028163,2057.740704,9183.348615,,71924.59722,,11868.24436,26988.8733,3084.854091,
2014,,,10055.81285,8317.333498,3843.028339,713.0139338,,6154.210763,83.15947829,344.3422345,162.2750579,67.94522212,376.3341336,9.007271884,52.02725331,367.0819643,678.3581363,355.4517944,478.2706906,,155.5416302,,438.0021686,202.5994485,16.69172117,283.9184294,209.5326701,20.2295612,910.9684648,47.07635234,27.14096497,67.18654566,53.48080854,200.1222398,135.4810545,19.47528024,134.6039604,537.910818,138.571056,1922.193101,85.36269604,219.3349112,31.18977582,45.2954706,,3905.313913,1050.770246,,84.75710148,446.3778989,78.30315079,273.6902753,387.8449062,394.6696006,,,20.3584478,0,126.9160424,421.7232282,238.529311,292.6860776,0.052980143,308.7016093,119.9878411,5487.184866,78.47842428,0,198.5541734,,16238.03605,687111.9303,,4072.250872,709.4604445,26753.61686,5143.982518,9750.299334,2952.786271,40.18988365,358.5236805,3105.685757,1065.269992,17.8684007,,,1666.052667,111.7230975,72.57877373,,,,200022.9355,45977.90148,,37798.44255,92.68372261,10229.26102,,232.8189522,2740.111063,54276.18622,372.7870006,8356.511611,1825.601365,,489.9417014,304.7143821,6812.775832,,4358.693612,,2885.670715,9010.287722,5817.889137,30.23091607,,,22820.05805,76.7021212,1971.69252,105.7380855,,,186.8344213,170.1292917,691.5178123,983.6004627,2042.215686,,485.6840247,,1100.045709,48.75291582,278.5405775,404.6095837,63.93031639,113.1822268,9247.476278,2373.191316,868.9541255,914.0743613,443.7580662,,,417.3759739,2128.173138,716.1165849,334.7545316,29.50589822,68378.31685,2812.323871,,,3116.577774,4936.185399,313.2573044,3702.571742,3616.470743,48750.21992,41031.61818,4879.615405,0,1066.905322,25216.06526,258.3485012,52.4563691,9565.136853,6294.728327,3785.837431,15731.45747,5417.837327,4316.118748,50995.55438,,1598.553485,3979.37607,11140.94392,6984.166881,17725.09075,1644.207142,6012.23782,2369.227512,8517.180528,,84772.21234,,11954.84021,25468.06044,2967.948,
2015,,,10520.26545,,3548.505847,850.6430034,,3592.301062,96.97435272,417.6933529,160.560166,69.620555,386.3576845,9.554456705,31.55366272,238.5526378,,508.3965348,617.5443117,,150.82908,,446.8016827,199.0762219,15.1583634,227.0815451,232.4503703,18.93642634,983.1087367,49.51879418,25.39782746,64.27399214,42.40212194,334.4820231,129.1487509,19.04980866,129.3214024,589.7172085,,1875.038749,100.2555864,234.6494128,18.33684506,38.31521003,,3937.651076,843.597154,1511.988219,85.80599916,518.8104806,77.51563057,303.7271093,414.9095441,413.8370966,,,20.32998923,0,116.3165605,452.832988,254.4635452,290.8086304,0.076886083,358.5987733,124.5120342,5153.483347,96.31119434,0,201.987682,,18656.06067,671508.5986,,4032.868701,626.8654323,26133.64614,5130.728491,9801.114903,2647.483108,47.99735978,393.4664137,3463.068216,1080.472652,13.58778742,,,1714.415449,115.2306259,78.69190332,,,,213526.274,46788.34441,,39266.85245,91.21839989,10780.98243,,186.1888665,3095.440433,54292.20206,358.0034565,9078.040747,1967.605809,,428.9102434,354.818613,7922.503868,,4693.094703,,3157.903374,9610.173535,6184.931585,37.50884309,,,25154.76957,47.91855843,1998.890818,99.68458432,,,162.6751131,175.2034335,701.0364924,979.5257969,2122.852256,,528.5501753,,1237.379216,54.70770143,317.9744119,539.0598284,63.43637006,109.3114837,11005.02303,2737.713018,836.317928,1084.127002,439.9136653,,,451.8080846,2262.082104,703.3877798,298.1027923,30.16387298,73694.15867,3432.07762,,,2980.019105,4753.076274,350.7784669,3663.894104,3697.5961,50083.84126,40887.76697,5174.743251,0,1070.007048,24145.53628,304.4376675,56.88910198,9542.004804,6248.914417,3908.402833,16721.84097,5476.052096,4495.205032,49838.09392,,1534.30668,4219.035064,11719.20084,9565.97893,17970.88003,1729.495456,6055.567241,2428.276695,7806.97228,,90409.17407,,12301.57042,,,
2016,,,10551.6657,,3570.128341,905.7472201,,2833.568075,85.84521295,586.2941239,163.030987,69.66227023,420.4622513,11.08051798,30.39908528,340.6572564,544.2019215,434.4608055,650.3484826,,151.2627719,,487.6524221,232.7598709,,171.5718137,188.0998998,17.26218626,1057.647166,50.51436423,22.45917265,65.78168941,43.06561027,400.4008443,142.6575738,24.6289094,141.6034737,523.3703335,187.749683,1810.983204,106.4122023,331.0687869,22.44518303,47.01099303,,3872.585149,246.2403531,1584.490782,100.5456833,567.7534648,87.48494236,315.3394622,338.1678985,399.6491336,,,22.23963051,0,125.1428548,477.6182384,252.8335758,318.5909891,0.074685242,374.5378194,141.2825477,5762.678589,83.94608963,0,219.0043796,,18903.52112,669448.0312,,3923.522226,580.8407676,24806.97251,5299.662957,9663.340281,2518.03281,53.03856468,365.6542931,2713.543109,1106.985327,7.289886367,,,1448.900585,123.0468545,,,,,225558.2689,46505.39813,,40250.72639,93.10278305,10595.66497,,184.4469911,3402.034368,59833.40741,380.3401497,9382.273529,1716.924852,,413.1146939,403.7860702,7393.514387,,4493.10472,,3251.237249,10217.74979,6531.106535,26.96801045,,,27545.59248,58.82931933,2143.7407,83.7449242,,,156.5705373,172.9294956,751.0069768,931.1221648,2301.067424,,568.1685657,,1413.530717,56.8480804,458.2914884,722.4385758,69.19628034,113.8621981,10395.45453,2888.538305,829.4290769,1111.859613,494.7099418,,,444.221297,1508.698204,655.0279176,320.3317071,35.78058994,79007.43585,3506.972925,,,3207.09599,4733.652949,321.4406292,3906.180221,3712.102656,52025.66898,43783.66025,5390.41065,0,1077.891984,27352.94654,287.4178949,65.30497337,10031.05905,6485.476339,4516.005842,15505.56371,5548.34585,4675.66298,49912.24056,,1558.244541,3974.970924,13279.95996,5987.794933,18911.3789,1909.833065,6622.07794,2849.515053,8133.762541,,64698.25715,,14422.76845,,,
2017,,,9992.948377,,3675.145149,840.8492685,,2417.175776,123.4262211,547.875573,204.7373819,60.0264958,433.9469871,9.960148263,29.54150399,240.8169565,397.5068982,343.1482386,532.2776576,,,,498.6012761,295.9764037,,196.0694975,197.8967979,20.38685982,1085.408982,54.80423066,16.47559423,66.91028203,53.25991097,494.6308249,148.8970484,23.7577147,143.0504901,475.8115594,217.7841597,1731.749129,111.1792556,324.1911625,21.89651148,42.68190921,,3829.087677,106.1421407,2056.843329,92.0329243,619.4328685,94.28197917,344.6115473,329.2085751,376.6423242,,,23.24919588,0,123.2838509,529.7495358,263.744671,278.8364721,0.080568228,408.3961963,148.4986607,5221.306798,86.22523494,0,203.9710826,,22834.76677,662550.406,,4318.796565,589.1232213,26424.02611,5557.751746,10312.1087,2457.181009,59.86882363,354.7395106,2683.688525,1169.379943,8.710224524,,,1391.204012,123.3187701,,,,,238476.4502,46542.49165,,40991.09552,92.39515209,10736.44541,,181.3589606,3314.754872,64571.55345,437.6185718,10391.27459,1787.787853,,356.2611379,475.5234105,8523.435705,,3775.567431,,4125.057548,10489.76705,6732.861968,26.02579011,,,27496.32525,77.6215072,2287.763275,82.54857688,,,162.4746294,165.9556725,778.6260199,989.2607894,2298.165414,,584.7998841,,1533.352092,60.87376343,520.3996002,877.3622291,70.95692244,107.7119107,10630.33048,3919.326802,890.2858106,1131.34125,507.0863217,,,454.7036641,1584.045925,629.3717721,316.1203816,35.04082676,63652.33385,3504.890637,,,3367.440647,4736.294097,381.3513763,3984.967785,3648.529025,52710.1692,45339.57625,5386.107263,0,1083.603921,28138.90913,382.0095591,68.35672203,10250.29801,6753.020969,3905.14279,17160.04833,5548.078482,4703.476298,49412.1872,,1564.666953,3354.212803,14677.86848,7437.158691,19738.80051,2026.264812,6829.891333,2589.209779,6862.617837,,72136.02394,,15480.22628,,,
